flight,attacked,attack_type,attack_start_time,attack_params,consistency_mode,reason
183,True,takeover,53.53006421096951,"{'offset_profile': 'ramp', 'M': np.float64(15.0), 'direction_mode': np.str_('cross_track_xy'), 'direction_vector': [-0.9999998238766775, -0.0005935036766326932], 'alpha': np.float64(0.8), 'alpha_clipped': False, 'T_takeover': np.float64(5.0), 'T_takeover_clipped': False}",pos_vel,
185,False,none,,{},,not_selected
186,False,none,,{},,not_selected
187,True,takeover,14.574731715786054,"{'offset_profile': 'ramp', 'M': np.float64(30.0), 'direction_mode': np.str_('cross_track_xy'), 'direction_vector': [-0.9770291000369842, 0.21310593065637767], 'alpha': np.float64(0.3), 'alpha_clipped': False, 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel_acc,
188,False,none,,{},,not_selected
189,True,takeover,16.610092137464925,"{'offset_profile': 'ramp', 'M': np.float64(15.0), 'direction_mode': np.str_('cross_track_xy'), 'direction_vector': [-0.678531595162528, 0.7345712180355253], 'tau_takeover': np.float64(0.5), 'T_takeover': np.float64(5.0), 'T_takeover_clipped': False}",pos_vel_acc,
190,False,none,,{},,not_selected
191,True,takeover,78.99601594994945,"{'offset_profile': 'ramp', 'M': np.float64(30.0), 'direction_mode': np.str_('fixed_east'), 'direction_vector': [1.0, 0.0], 'tau_takeover': np.float64(1.0), 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel_acc,
195,False,none,,{},,not_selected
198,False,none,,{},,not_selected
199,False,none,,{},,not_selected
200,True,takeover,40.65403227733191,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [-0.14928627128622426, 0.9887940175817489], 'alpha': np.float64(0.5), 'alpha_clipped': False, 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel_acc,
201,False,none,,{},,not_selected
202,False,none,,{},,not_selected
203,False,none,,{},,not_selected
204,False,none,,{},,not_selected
205,True,takeover,113.51957508846587,"{'offset_profile': 'ramp', 'M': np.float64(30.0), 'direction_mode': np.str_('fixed_east'), 'direction_vector': [1.0, 0.0], 'tau_takeover': np.float64(2.0), 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel_acc,
206,True,takeover,29.23323653199602,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('random_xy'), 'direction_vector': [0.9941923657352238, 0.10761756322180355], 'alpha': np.float64(0.5), 'alpha_clipped': False, 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel_acc,
207,False,none,,{},,not_selected
208,False,none,,{},,not_selected
209,True,takeover,82.16384314952165,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [-0.1865240366484716, 0.9824503976040518], 'tau_takeover': np.float64(0.5), 'T_takeover': np.float64(5.0), 'T_takeover_clipped': False}",pos_vel_acc,
210,True,takeover,154.8803118886886,"{'offset_profile': 'ramp', 'M': np.float64(15.0), 'direction_mode': np.str_('random_xy'), 'direction_vector': [0.9861583554974699, 0.16580620580221267], 'tau_takeover': np.float64(0.5), 'T_takeover': np.float64(10.0), 'T_takeover_clipped': False}",pos_vel_acc,
211,False,none,,{},,not_selected
213,False,none,,{},,not_selected
215,False,none,,{},,not_selected
216,True,takeover,34.888821171534644,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0], 'tau_takeover': np.float64(0.5), 'T_takeover': np.float64(10.0), 'T_takeover_clipped': False}",pos_vel,
217,False,none,,{},,not_selected
218,False,none,,{},,not_selected
219,True,takeover,17.380736026126357,"{'offset_profile': 'ramp', 'M': np.float64(30.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [0.9016219151929667, 0.43252505366020905], 'alpha': np.float64(0.5), 'alpha_clipped': False, 'T_takeover': np.float64(10.0), 'T_takeover_clipped': False}",pos_vel,
222,True,takeover,113.41273806266125,"{'offset_profile': 'ramp', 'M': np.float64(15.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [-0.2392740177860987, 0.9709520814193138], 'alpha': np.float64(0.8), 'alpha_clipped': False, 'T_takeover': np.float64(5.0), 'T_takeover_clipped': False}",pos_vel,
223,True,takeover,111.53265966115868,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0], 'tau_takeover': np.float64(1.0), 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel,
225,False,none,,{},,not_selected
226,False,none,,{},,not_selected
227,False,none,,{},,not_selected
229,True,takeover,44.477268346900836,"{'offset_profile': 'ramp', 'M': np.float64(30.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0], 'alpha': np.float64(0.8), 'alpha_clipped': False, 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel,
230,False,none,,{},,not_selected
231,True,takeover,171.0154385516347,"{'offset_profile': 'ramp', 'M': np.float64(15.0), 'direction_mode': np.str_('fixed_east'), 'direction_vector': [1.0, 0.0], 'tau_takeover': np.float64(1.0), 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel,
232,True,takeover,19.632701944201138,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('random_xy'), 'direction_vector': [0.951176760114867, -0.30864667666667783], 'tau_takeover': np.float64(0.5), 'T_takeover': np.float64(10.0), 'T_takeover_clipped': False}",pos_vel_acc,
234,False,none,,{},,not_selected
235,False,none,,{},,not_selected
236,False,none,,{},,not_selected
237,True,takeover,87.58650229902486,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('fixed_east'), 'direction_vector': [1.0, 0.0], 'tau_takeover': np.float64(0.5), 'T_takeover': np.float64(10.0), 'T_takeover_clipped': False}",pos_vel_acc,
240,False,none,,{},,not_selected
241,True,takeover,85.49798052808418,"{'offset_profile': 'ramp', 'M': np.float64(30.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [0.8803466135924506, -0.47433093925687], 'alpha': np.float64(0.8), 'alpha_clipped': False, 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel,
242,False,none,,{},,not_selected
247,False,none,,{},,not_selected
248,False,none,,{},,not_selected
249,False,none,,{},,not_selected
252,False,none,,{},,not_selected
253,False,none,,{},,not_selected
257,True,takeover,52.2895193384958,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [-0.16513373074626062, 0.986271185308494], 'tau_takeover': np.float64(1.0), 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel,
260,True,takeover,231.70777968499914,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('random_xy'), 'direction_vector': [0.9961341963355566, -0.08784453819626392], 'tau_takeover': np.float64(0.5), 'T_takeover': np.float64(10.0), 'T_takeover_clipped': False}",pos_vel,
262,False,none,,{},,not_selected
263,True,takeover,28.236556526989258,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('fixed_east'), 'direction_vector': [1.0, 0.0], 'tau_takeover': np.float64(2.0), 'T_takeover': np.float64(5.0), 'T_takeover_clipped': False}",pos_vel_acc,
267,True,takeover,67.61265909758967,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0], 'alpha': np.float64(0.5), 'alpha_clipped': False, 'T_takeover': np.float64(5.0), 'T_takeover_clipped': False}",pos_vel_acc,
268,True,takeover,34.975502702602554,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('random_xy'), 'direction_vector': [-0.9902129999671888, 0.13956437473789687], 'tau_takeover': np.float64(1.0), 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel,
269,True,takeover,105.90446071665643,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [-0.06604395379739386, 0.9978167147160885], 'alpha': np.float64(0.3), 'alpha_clipped': False, 'T_takeover': np.float64(3.0), 'T_takeover_clipped': False}",pos_vel,
271,False,none,,{},,not_selected
272,False,none,,{},,not_selected
275,False,none,,{},,not_selected
277,True,takeover,73.58801039211565,"{'offset_profile': 'ramp', 'M': np.float64(5.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [0.01752719718015034, 0.9998463868810089], 'alpha': np.float64(0.3), 'alpha_clipped': False, 'T_takeover': np.float64(5.0), 'T_takeover_clipped': False}",pos_vel,
278,True,takeover,114.41938894518731,"{'offset_profile': 'ramp', 'M': np.float64(15.0), 'direction_mode': np.str_('cross_track_xy'), 'direction_vector': [-0.9913200041238586, -0.13147109729470288], 'tau_takeover': np.float64(0.5), 'T_takeover': np.float64(10.0), 'T_takeover_clipped': False}",pos_vel_acc,
