flight,attacked,attack_type,attack_start_time,attack_params,consistency_mode,reason
86,True,step,102.80553019601443,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [0.9703882457732331, -0.24155051741850456], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
87,False,none,,{},,not_selected
88,False,none,,{},,not_selected
91,False,none,,{},,not_selected
93,False,none,,{},,not_selected
94,False,none,,{},,not_selected
96,False,none,,{},,not_selected
97,True,step,74.11062389930639,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [0.8922847629433056, 0.45147303553945384], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
98,False,none,,{},,not_selected
99,False,none,,{},,not_selected
100,True,step,10.751063149981162,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [0.31592616417575176, 0.9487837787342256], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
101,False,none,,{},,not_selected
102,False,none,,{},,not_selected
105,False,none,,{},,not_selected
106,False,none,,{},,not_selected
107,False,none,,{},,not_selected
111,False,none,,{},,not_selected
113,False,none,,{},,not_selected
115,True,step,22.28882300396498,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.37385618659221015, 0.9274866854821855], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
116,True,step,93.83174989104357,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.7592325443321866, -0.6508194401113678], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
120,True,step,24.159958719094924,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.5822503544320284, -0.8130095477691374], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
121,False,none,,{},,not_selected
122,True,step,49.536949034348424,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.9898164725697932, -0.1423493963088421], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
124,True,step,13.299402651383556,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [0.2987257894995198, 0.9543389873037194], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
125,False,none,,{},,not_selected
126,True,step,146.5999589599928,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.6406549712969036, 0.7678288922361307], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
127,False,none,,{},,not_selected
128,False,none,,{},,not_selected
129,True,step,168.68225592490822,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.24717697977939485, 0.9689703507678327], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
130,True,step,136.0670016576529,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.2828123567878062, 0.9591752555441193], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
135,True,step,90.48704477613708,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.7429216449071359, -0.6693783903955038], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
137,True,step,31.658403163899454,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.41439545205012834, 0.9100969230363158], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
138,True,step,51.23347090383725,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.9999946547806435, 0.0032696192655394286], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
139,True,step,51.66359799020257,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.997720898550115, -0.06747598533071651], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
140,True,step,49.80171963635486,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.12166908765455238, 0.9925707194499085], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
141,True,step,46.62013077682969,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.822948233147692, 0.568116366213025], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
143,True,step,47.55408972088958,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.3310161256028849, -0.9436250974782597], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
144,False,none,,{},,not_selected
146,True,step,172.13282882045306,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.7722552193161928, -0.6353124241181649], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
147,False,none,,{},,not_selected
148,True,step,89.19132513604497,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.6643635332035372, -0.7474095903514434], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
152,False,none,,{},,not_selected
155,False,none,,{},,not_selected
156,True,step,118.97522785595874,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.46995234104542066, -0.8826917905735436], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
157,False,none,,{},,not_selected
158,True,step,118.43141430830589,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.6739143641106711, -0.7388094678909508], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
159,False,none,,{},,not_selected
160,False,none,,{},,not_selected
163,True,step,163.78754246293462,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [0.3883735746367653, 0.921502016559845], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
164,True,step,112.28356846588466,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [0.18589338050273282, 0.9825699217283552], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
167,False,none,,{},,not_selected
168,False,none,,{},,not_selected
171,True,step,20.780429611837356,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.362639968026455, -0.9319293179151366], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
172,True,step,198.28272773608364,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.45012272086899785, -0.8929667049546082], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
174,False,none,,{},,not_selected
175,True,step,104.86168501458953,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.04987801416487398, 0.9987553172338902], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
176,False,none,,{},,not_selected
177,False,none,,{},,not_selected
178,False,none,,{},,not_selected
180,False,none,,{},,not_selected
181,True,step,24.486790670597916,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [0.8105581551320512, -0.5856581572461239], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
182,False,none,,{},,not_selected
183,True,step,50.4733896976074,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [0.6194604596535342, -0.7850278586940925], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
185,True,step,161.18724781899147,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [0.9193318521360275, -0.39348309448836716], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
186,False,none,,{},,not_selected
187,False,none,,{},,not_selected
188,False,none,,{},,not_selected
189,True,step,130.24306729034987,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [0.9994943313761591, 0.0317975085018423], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
190,True,step,106.91187454003278,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.9479502455742487, 0.3184184855119465], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
191,False,none,,{},,not_selected
195,True,step,13.412447896974184,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.4562267195528844, 0.8898635740190818], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
198,False,none,,{},,not_selected
199,False,none,,{},,not_selected
200,False,none,,{},,not_selected
201,False,none,,{},,not_selected
202,False,none,,{},,not_selected
203,True,step,55.11872903539249,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.0029016878052382975, 0.9999957900950788], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
204,False,none,,{},,not_selected
205,False,none,,{},,not_selected
206,True,step,160.1405691249644,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [0.2778523717993975, -0.9606237866539894], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
207,False,none,,{},,not_selected
208,False,none,,{},,not_selected
209,True,step,40.32123600503631,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.9999871569874286, 0.0050681219598368915], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
210,False,none,,{},,not_selected
211,False,none,,{},,not_selected
213,True,step,48.399595221885335,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.958393786140004, -0.28544938375871143], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
215,False,none,,{},,not_selected
216,True,step,10.59801649350188,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.8999104089732293, 0.4360748282366631], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
217,False,none,,{},,not_selected
218,False,none,,{},,not_selected
219,False,none,,{},,not_selected
222,True,step,57.135961980875656,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.11582043060736405, 0.9932701686117049], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
223,True,step,50.39925639299495,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.9206120131731574, -0.39047857969582167], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
225,False,none,,{},,not_selected
226,False,none,,{},,not_selected
227,True,step,130.6705679506441,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.6308497209599232, 0.7759050390123697], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
229,True,step,50.720572142971655,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.0579699679150083, -0.9983183273985973], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
230,False,none,,{},,not_selected
231,False,none,,{},,not_selected
232,True,step,62.87589115203525,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.8756425134999221, 0.48295982084593625], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
234,True,step,113.52927124955971,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.9994694016874975, 0.0325716915501131], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
235,False,none,,{},,not_selected
236,True,step,19.605400161790207,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.2837703581431476, -0.9588922691519156], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
237,False,none,,{},,not_selected
240,True,step,77.90539783730188,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.9262044633666521, 0.3770216068605246], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
241,False,none,,{},,not_selected
242,True,step,47.92472986777351,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.22758361640624897, 0.9737585417050026], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
247,False,none,,{},,not_selected
248,True,step,18.167675397565702,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.3284642018707336, 0.9445164202328205], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
249,False,none,,{},,not_selected
252,True,step,153.2296163452907,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.9641670151641251, 0.2652959985930842], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
253,False,none,,{},,not_selected
257,True,step,88.15724196076893,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.6497828999568612, -0.760119847736955], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
260,False,none,,{},,not_selected
262,False,none,,{},,not_selected
263,False,none,,{},,not_selected
267,True,step,115.4496412882778,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.9140237548316786, 0.4056606655856585], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
268,False,none,,{},,not_selected
269,True,step,43.45840522788698,"{'magnitude': np.float64(15.0), 'direction_mode': 'random_xy', 'direction_vector': [0.5143324191106322, -0.8575909063485951], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
271,False,none,,{},,not_selected
272,True,step,80.75433794172562,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.9351154376009592, 0.3543432211294109], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
275,True,step,22.147203736519153,"{'magnitude': np.float64(5.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.5347792861309256, -0.8449917840578673], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
277,True,step,119.62808287294132,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [-0.5510622998570905, -0.8344641044863548], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
278,True,step,131.47124188272096,"{'magnitude': np.float64(30.0), 'direction_mode': 'random_xy', 'direction_vector': [0.014256130487852832, 0.9998983762080591], 'attack_duration': 3.0, 'time_constant': 1.0}",pos_vel_acc,
