window_index,flight_id,label,attacked,attack_type,attack_start_time
62,264,0,True,delay,123.68174203500719
63,170,0,False,normal,
64,165,1,True,drift_sigmoid,147.15736833345036
65,134,0,False,normal,
66,233,0,True,delay,149.85146211197676
67,243,0,True,step,127.99537316243467
68,250,0,False,normal,
69,170,0,False,normal,
70,76,0,True,step,165.52877740850676
71,149,0,True,delay,147.69176370466812
72,131,0,True,drift_ramp,182.0752846677721
73,166,0,False,normal,
74,197,0,True,drift_sigmoid,115.19058430867969
75,224,0,True,takeover_step,93.79210260555345
76,118,0,False,normal,
77,149,0,True,delay,147.69176370466812
78,233,0,True,delay,149.85146211197676
79,112,0,True,takeover_ramp,123.96392069259976
80,250,0,False,normal,
81,250,0,False,normal,
82,214,0,False,normal,
83,233,0,True,delay,149.85146211197676
84,18,0,False,normal,
85,169,0,True,takeover_ramp,97.420297603735
86,238,0,False,normal,
87,166,0,False,normal,
88,136,0,False,normal,
89,149,0,True,delay,147.69176370466812
90,112,0,True,takeover_ramp,123.96392069259976
91,118,0,False,normal,
92,233,0,True,delay,149.85146211197676
93,165,0,True,drift_sigmoid,147.15736833345036
94,2,0,True,takeover_ramp,95.8006784666841
95,270,0,False,normal,
96,108,0,True,step,75.3845071838438
97,131,0,True,drift_ramp,182.0752846677721
98,165,0,True,drift_sigmoid,147.15736833345036
99,258,0,True,drift_sigmoid,128.36090134328924
100,134,0,False,normal,
101,134,0,False,normal,
102,165,0,True,drift_sigmoid,147.15736833345036
103,123,0,True,delay,158.26730028372296
104,154,0,False,normal,
105,166,0,False,normal,
106,150,0,False,normal,
107,110,0,True,step,84.5364701054331
108,238,0,False,normal,
109,136,0,False,normal,
110,276,0,True,takeover_step,113.5829416248078
111,221,0,True,takeover_step,10.536360647437668
112,2,1,True,takeover_ramp,95.8006784666841
113,239,0,False,normal,
114,108,0,True,step,75.3845071838438
115,276,0,True,takeover_step,113.5829416248078
116,2,0,True,takeover_ramp,95.8006784666841
117,214,0,False,normal,
118,254,0,True,drift_ramp,94.50622501263359
119,118,0,False,normal,
120,18,0,False,normal,
121,166,0,False,normal,
122,233,0,True,delay,149.85146211197676
123,193,0,True,takeover_ramp,40.23553773066088
124,154,0,False,normal,
125,149,0,True,delay,147.69176370466812
126,123,0,True,delay,158.26730028372296
127,276,0,True,takeover_step,113.5829416248078
128,250,0,False,normal,
129,276,0,True,takeover_step,113.5829416248078
130,264,0,True,delay,123.68174203500719
131,258,0,True,drift_sigmoid,128.36090134328924
132,2,1,True,takeover_ramp,95.8006784666841
133,123,0,True,delay,158.26730028372296
134,270,0,False,normal,
135,179,0,True,takeover_step,122.10788111664908
136,166,0,False,normal,
137,169,0,True,takeover_ramp,97.420297603735
138,197,0,True,drift_sigmoid,115.19058430867969
139,131,0,True,drift_ramp,182.0752846677721
140,150,0,False,normal,
141,154,0,False,normal,
142,243,0,True,step,127.99537316243467
143,112,0,True,takeover_ramp,123.96392069259976
144,76,0,True,step,165.52877740850676
145,179,0,True,takeover_step,122.10788111664908
146,239,0,False,normal,
147,270,0,False,normal,
148,250,0,False,normal,
149,95,0,True,step,58.56240426323088
150,238,0,False,normal,
151,238,0,False,normal,
152,118,0,False,normal,
153,233,0,True,delay,149.85146211197676
154,77,0,True,takeover_ramp,87.63696498999546
155,150,0,False,normal,
156,118,0,False,normal,
157,123,0,True,delay,158.26730028372296
158,2,0,True,takeover_ramp,95.8006784666841
159,184,0,True,drift_ramp,75.24008074312675
160,150,0,False,normal,
161,123,0,True,delay,158.26730028372296
162,214,0,False,normal,
163,239,0,False,normal,
164,131,0,True,drift_ramp,182.0752846677721
165,76,0,True,step,165.52877740850676
166,264,0,True,delay,123.68174203500719
167,77,0,True,takeover_ramp,87.63696498999546
168,243,0,True,step,127.99537316243467
169,270,0,False,normal,
170,150,0,False,normal,
171,197,0,True,drift_sigmoid,115.19058430867969
172,136,0,False,normal,
173,112,0,True,takeover_ramp,123.96392069259976
174,131,0,True,drift_ramp,182.0752846677721
175,134,0,False,normal,
176,233,0,True,delay,149.85146211197676
177,179,0,True,takeover_step,122.10788111664908
178,154,0,False,normal,
179,134,0,False,normal,
180,239,0,False,normal,
181,264,0,True,delay,123.68174203500719
182,170,0,False,normal,
183,134,0,False,normal,
184,258,0,True,drift_sigmoid,128.36090134328924
185,134,0,False,normal,
186,77,0,True,takeover_ramp,87.63696498999546
187,184,0,True,drift_ramp,75.24008074312675
188,134,0,False,normal,
189,221,1,True,takeover_step,10.536360647437668
190,134,0,False,normal,
191,112,0,True,takeover_ramp,123.96392069259976
192,239,0,False,normal,
193,150,0,False,normal,
194,224,0,True,takeover_step,93.79210260555345
195,2,0,True,takeover_ramp,95.8006784666841
196,117,0,True,delay,62.23656649358486
197,110,0,True,step,84.5364701054331
198,179,0,True,takeover_step,122.10788111664908
199,250,0,False,normal,
200,18,0,False,normal,
201,134,0,False,normal,
202,165,0,True,drift_sigmoid,147.15736833345036
203,166,0,False,normal,
204,279,0,True,drift_ramp,90.42971961610978
205,276,0,True,takeover_step,113.5829416248078
206,76,0,True,step,165.52877740850676
207,166,0,False,normal,
208,197,0,True,drift_sigmoid,115.19058430867969
209,214,0,False,normal,
210,118,0,False,normal,
211,276,0,True,takeover_step,113.5829416248078
212,149,0,True,delay,147.69176370466812
213,134,0,False,normal,
214,118,0,False,normal,
215,112,0,True,takeover_ramp,123.96392069259976
216,192,0,True,drift_sigmoid,79.2016227542393
217,154,0,False,normal,
218,214,0,False,normal,
219,184,0,True,drift_ramp,75.24008074312675
220,117,1,True,delay,62.23656649358486
221,131,0,True,drift_ramp,182.0752846677721
222,239,0,False,normal,
223,165,0,True,drift_sigmoid,147.15736833345036
224,233,0,True,delay,149.85146211197676
225,212,0,True,drift_sigmoid,79.90523467535208
226,110,0,True,step,84.5364701054331
227,108,0,True,step,75.3845071838438
228,233,0,True,delay,149.85146211197676
229,18,0,False,normal,
230,123,0,True,delay,158.26730028372296
231,165,0,True,drift_sigmoid,147.15736833345036
232,233,0,True,delay,149.85146211197676
233,134,0,False,normal,
234,114,0,True,drift_ramp,23.262408845252608
235,179,0,True,takeover_step,122.10788111664908
236,184,0,True,drift_ramp,75.24008074312675
237,77,0,True,takeover_ramp,87.63696498999546
238,276,0,True,takeover_step,113.5829416248078
239,254,0,True,drift_ramp,94.50622501263359
240,123,0,True,delay,158.26730028372296
241,169,1,True,takeover_ramp,97.420297603735
242,154,0,False,normal,
243,169,0,True,takeover_ramp,97.420297603735
244,108,0,True,step,75.3845071838438
245,184,0,True,drift_ramp,75.24008074312675
246,197,0,True,drift_sigmoid,115.19058430867969
247,239,0,False,normal,
248,170,0,False,normal,
249,214,0,False,normal,
250,154,0,False,normal,
251,239,0,False,normal,
252,118,0,False,normal,
253,165,0,True,drift_sigmoid,147.15736833345036
254,112,0,True,takeover_ramp,123.96392069259976
255,18,0,False,normal,
256,118,0,False,normal,
257,179,0,True,takeover_step,122.10788111664908
258,239,0,False,normal,
259,238,0,False,normal,
260,162,1,True,takeover_step,14.91515823592874
261,212,0,True,drift_sigmoid,79.90523467535208
262,150,0,False,normal,
263,150,0,False,normal,
264,166,0,False,normal,
265,118,0,False,normal,
266,136,0,False,normal,
267,214,0,False,normal,
268,149,0,True,delay,147.69176370466812
269,264,0,True,delay,123.68174203500719
270,279,0,True,drift_ramp,90.42971961610978
271,110,0,True,step,84.5364701054331
272,166,0,False,normal,
273,123,0,True,delay,158.26730028372296
274,258,0,True,drift_sigmoid,128.36090134328924
275,270,0,False,normal,
276,118,0,False,normal,
277,123,0,True,delay,158.26730028372296
278,77,0,True,takeover_ramp,87.63696498999546
279,258,0,True,drift_sigmoid,128.36090134328924
280,134,0,False,normal,
281,154,0,False,normal,
282,150,0,False,normal,
283,270,0,False,normal,
284,214,0,False,normal,
285,212,0,True,drift_sigmoid,79.90523467535208
286,108,0,True,step,75.3845071838438
287,179,0,True,takeover_step,122.10788111664908
288,270,0,False,normal,
289,243,0,True,step,127.99537316243467
290,233,0,True,delay,149.85146211197676
291,118,0,False,normal,
292,264,0,True,delay,123.68174203500719
293,170,0,False,normal,
294,165,1,True,drift_sigmoid,147.15736833345036
295,250,0,False,normal,
296,166,0,False,normal,
297,233,0,True,delay,149.85146211197676
298,18,0,False,normal,
299,238,0,False,normal,
300,131,0,True,drift_ramp,182.0752846677721
301,117,0,True,delay,62.23656649358486
302,154,0,False,normal,
303,270,0,False,normal,
304,170,0,False,normal,
305,239,0,False,normal,
306,112,0,True,takeover_ramp,123.96392069259976
307,238,0,False,normal,
308,118,0,False,normal,
309,170,0,False,normal,
310,166,0,False,normal,
311,136,0,False,normal,
312,250,0,False,normal,
313,18,0,False,normal,
314,179,0,True,takeover_step,122.10788111664908
315,193,0,True,takeover_ramp,40.23553773066088
316,136,0,False,normal,
317,192,0,True,drift_sigmoid,79.2016227542393
318,136,0,False,normal,
319,123,0,True,delay,158.26730028372296
320,134,0,False,normal,
321,254,0,True,drift_ramp,94.50622501263359
322,233,0,True,delay,149.85146211197676
323,150,0,False,normal,
324,250,0,False,normal,
325,150,0,False,normal,
326,166,0,False,normal,
327,238,0,False,normal,
328,112,0,True,takeover_ramp,123.96392069259976
329,270,0,False,normal,
330,179,1,True,takeover_step,122.10788111664908
331,150,0,False,normal,
332,179,0,True,takeover_step,122.10788111664908
333,2,0,True,takeover_ramp,95.8006784666841
334,112,0,True,takeover_ramp,123.96392069259976
335,154,0,False,normal,
336,149,0,True,delay,147.69176370466812
337,250,0,False,normal,
338,165,0,True,drift_sigmoid,147.15736833345036
339,264,0,True,delay,123.68174203500719
340,270,0,False,normal,
341,162,0,True,takeover_step,14.91515823592874
342,258,0,True,drift_sigmoid,128.36090134328924
343,154,0,False,normal,
344,76,0,True,step,165.52877740850676
345,170,0,False,normal,
346,162,0,True,takeover_step,14.91515823592874
347,239,0,False,normal,
348,270,0,False,normal,
349,118,0,False,normal,
350,197,0,True,drift_sigmoid,115.19058430867969
351,165,0,True,drift_sigmoid,147.15736833345036
352,18,0,False,normal,
353,166,0,False,normal,
354,154,0,False,normal,
355,264,0,True,delay,123.68174203500719
356,276,0,True,takeover_step,113.5829416248078
357,76,0,True,step,165.52877740850676
358,276,0,True,takeover_step,113.5829416248078
359,170,0,False,normal,
360,243,1,True,step,127.99537316243467
361,108,0,True,step,75.3845071838438
362,136,0,False,normal,
363,184,0,True,drift_ramp,75.24008074312675
364,184,0,True,drift_ramp,75.24008074312675
365,270,0,False,normal,
366,239,0,False,normal,
367,150,0,False,normal,
368,214,0,False,normal,
369,239,0,False,normal,
370,192,0,True,drift_sigmoid,79.2016227542393
371,131,0,True,drift_ramp,182.0752846677721
372,149,0,True,delay,147.69176370466812
373,150,0,False,normal,
374,170,0,False,normal,
375,123,0,True,delay,158.26730028372296
376,110,0,True,step,84.5364701054331
377,118,0,False,normal,
378,214,0,False,normal,
379,2,0,True,takeover_ramp,95.8006784666841
380,95,0,True,step,58.56240426323088
381,118,0,False,normal,
382,123,0,True,delay,158.26730028372296
383,136,0,False,normal,
384,170,0,False,normal,
385,165,0,True,drift_sigmoid,147.15736833345036
386,233,0,True,delay,149.85146211197676
387,238,0,False,normal,
388,212,1,True,drift_sigmoid,79.90523467535208
389,76,0,True,step,165.52877740850676
390,197,0,True,drift_sigmoid,115.19058430867969
391,169,0,True,takeover_ramp,97.420297603735
392,131,0,True,drift_ramp,182.0752846677721
393,117,0,True,delay,62.23656649358486
394,224,0,True,takeover_step,93.79210260555345
395,193,1,True,takeover_ramp,40.23553773066088
396,136,0,False,normal,
397,179,0,True,takeover_step,122.10788111664908
398,165,0,True,drift_sigmoid,147.15736833345036
399,131,0,True,drift_ramp,182.0752846677721
400,108,0,True,step,75.3845071838438
401,149,0,True,delay,147.69176370466812
402,108,0,True,step,75.3845071838438
403,212,0,True,drift_sigmoid,79.90523467535208
404,136,0,False,normal,
405,95,0,True,step,58.56240426323088
406,233,0,True,delay,149.85146211197676
407,18,0,False,normal,
408,134,0,False,normal,
409,150,0,False,normal,
410,154,0,False,normal,
411,166,0,False,normal,
412,95,0,True,step,58.56240426323088
413,136,0,False,normal,
414,166,0,False,normal,
415,154,0,False,normal,
416,136,0,False,normal,
417,118,0,False,normal,
418,2,0,True,takeover_ramp,95.8006784666841
419,214,0,False,normal,
420,170,0,False,normal,
421,134,0,False,normal,
422,239,0,False,normal,
423,166,0,False,normal,
424,118,0,False,normal,
425,166,0,False,normal,
426,134,0,False,normal,
427,239,0,False,normal,
428,76,1,True,step,165.52877740850676
429,117,0,True,delay,62.23656649358486
430,117,0,True,delay,62.23656649358486
431,233,0,True,delay,149.85146211197676
432,118,0,False,normal,
433,134,0,False,normal,
434,110,0,True,step,84.5364701054331
435,250,0,False,normal,
436,149,0,True,delay,147.69176370466812
437,179,0,True,takeover_step,122.10788111664908
438,179,0,True,takeover_step,122.10788111664908
439,238,0,False,normal,
440,134,0,False,normal,
441,76,0,True,step,165.52877740850676
442,118,0,False,normal,
443,193,0,True,takeover_ramp,40.23553773066088
444,118,0,False,normal,
445,123,0,True,delay,158.26730028372296
446,258,0,True,drift_sigmoid,128.36090134328924
447,112,0,True,takeover_ramp,123.96392069259976
448,193,1,True,takeover_ramp,40.23553773066088
449,18,0,False,normal,
450,108,0,True,step,75.3845071838438
451,179,0,True,takeover_step,122.10788111664908
452,123,0,True,delay,158.26730028372296
453,214,0,False,normal,
454,238,0,False,normal,
455,18,0,False,normal,
456,134,0,False,normal,
457,179,0,True,takeover_step,122.10788111664908
458,258,0,True,drift_sigmoid,128.36090134328924
459,233,0,True,delay,149.85146211197676
460,239,0,False,normal,
461,192,0,True,drift_sigmoid,79.2016227542393
462,123,0,True,delay,158.26730028372296
463,18,0,False,normal,
464,18,0,False,normal,
465,114,0,True,drift_ramp,23.262408845252608
466,114,1,True,drift_ramp,23.262408845252608
467,233,0,True,delay,149.85146211197676
468,224,0,True,takeover_step,93.79210260555345
469,131,0,True,drift_ramp,182.0752846677721
470,233,0,True,delay,149.85146211197676
471,264,0,True,delay,123.68174203500719
472,264,0,True,delay,123.68174203500719
473,233,0,True,delay,149.85146211197676
474,108,0,True,step,75.3845071838438
475,270,0,False,normal,
476,192,0,True,drift_sigmoid,79.2016227542393
477,170,0,False,normal,
478,134,0,False,normal,
479,118,0,False,normal,
480,149,0,True,delay,147.69176370466812
481,238,0,False,normal,
482,123,0,True,delay,158.26730028372296
483,118,0,False,normal,
484,165,0,True,drift_sigmoid,147.15736833345036
485,238,0,False,normal,
486,110,0,True,step,84.5364701054331
487,18,0,False,normal,
488,76,0,True,step,165.52877740850676
489,179,0,True,takeover_step,122.10788111664908
490,154,0,False,normal,
491,276,0,True,takeover_step,113.5829416248078
492,136,0,False,normal,
493,2,0,True,takeover_ramp,95.8006784666841
494,134,0,False,normal,
495,270,0,False,normal,
496,214,0,False,normal,
497,279,0,True,drift_ramp,90.42971961610978
498,233,0,True,delay,149.85146211197676
499,95,1,True,step,58.56240426323088
500,197,0,True,drift_sigmoid,115.19058430867969
501,136,0,False,normal,
502,254,0,True,drift_ramp,94.50622501263359
503,270,0,False,normal,
504,165,0,True,drift_sigmoid,147.15736833345036
505,123,0,True,delay,158.26730028372296
506,224,0,True,takeover_step,93.79210260555345
507,110,0,True,step,84.5364701054331
508,118,0,False,normal,
509,258,0,True,drift_sigmoid,128.36090134328924
510,18,0,False,normal,
511,149,0,True,delay,147.69176370466812
512,212,0,True,drift_sigmoid,79.90523467535208
513,2,1,True,takeover_ramp,95.8006784666841
514,134,0,False,normal,
515,76,0,True,step,165.52877740850676
516,192,0,True,drift_sigmoid,79.2016227542393
517,118,0,False,normal,
518,136,0,False,normal,
519,154,0,False,normal,
520,110,0,True,step,84.5364701054331
521,154,0,False,normal,
522,179,0,True,takeover_step,122.10788111664908
523,166,0,False,normal,
524,224,0,True,takeover_step,93.79210260555345
525,149,0,True,delay,147.69176370466812
526,76,0,True,step,165.52877740850676
527,170,0,False,normal,
528,224,0,True,takeover_step,93.79210260555345
529,250,0,False,normal,
530,110,0,True,step,84.5364701054331
531,131,0,True,drift_ramp,182.0752846677721
532,214,0,False,normal,
533,95,0,True,step,58.56240426323088
534,233,0,True,delay,149.85146211197676
535,131,0,True,drift_ramp,182.0752846677721
536,214,0,False,normal,
537,279,0,True,drift_ramp,90.42971961610978
538,18,0,False,normal,
539,224,0,True,takeover_step,93.79210260555345
540,258,0,True,drift_sigmoid,128.36090134328924
541,118,0,False,normal,
542,18,0,False,normal,
543,214,0,False,normal,
544,239,0,False,normal,
545,250,0,False,normal,
546,239,0,False,normal,
547,131,0,True,drift_ramp,182.0752846677721
548,243,0,True,step,127.99537316243467
549,134,0,False,normal,
550,224,0,True,takeover_step,93.79210260555345
551,123,0,True,delay,158.26730028372296
552,166,0,False,normal,
553,239,0,False,normal,
554,239,0,False,normal,
555,258,0,True,drift_sigmoid,128.36090134328924
556,276,0,True,takeover_step,113.5829416248078
557,238,0,False,normal,
558,233,0,True,delay,149.85146211197676
559,179,0,True,takeover_step,122.10788111664908
560,239,0,False,normal,
561,279,0,True,drift_ramp,90.42971961610978
562,254,0,True,drift_ramp,94.50622501263359
563,18,0,False,normal,
564,279,0,True,drift_ramp,90.42971961610978
565,95,0,True,step,58.56240426323088
566,154,0,False,normal,
567,76,1,True,step,165.52877740850676
568,224,0,True,takeover_step,93.79210260555345
569,170,0,False,normal,
570,193,0,True,takeover_ramp,40.23553773066088
571,170,0,False,normal,
572,250,0,False,normal,
573,76,0,True,step,165.52877740850676
574,254,0,True,drift_ramp,94.50622501263359
575,270,0,False,normal,
576,118,0,False,normal,
577,154,0,False,normal,
578,169,0,True,takeover_ramp,97.420297603735
579,123,0,True,delay,158.26730028372296
580,270,0,False,normal,
581,136,0,False,normal,
582,165,0,True,drift_sigmoid,147.15736833345036
583,118,0,False,normal,
584,238,0,False,normal,
585,95,1,True,step,58.56240426323088
586,2,0,True,takeover_ramp,95.8006784666841
587,166,0,False,normal,
588,131,0,True,drift_ramp,182.0752846677721
589,239,0,False,normal,
590,238,0,False,normal,
591,184,0,True,drift_ramp,75.24008074312675
592,2,0,True,takeover_ramp,95.8006784666841
593,112,0,True,takeover_ramp,123.96392069259976
594,108,0,True,step,75.3845071838438
595,2,0,True,takeover_ramp,95.8006784666841
596,197,0,True,drift_sigmoid,115.19058430867969
597,112,0,True,takeover_ramp,123.96392069259976
598,239,0,False,normal,
599,136,0,False,normal,
600,276,0,True,takeover_step,113.5829416248078
601,233,0,True,delay,149.85146211197676
602,270,0,False,normal,
603,118,0,False,normal,
604,134,0,False,normal,
605,254,0,True,drift_ramp,94.50622501263359
606,118,0,False,normal,
607,224,0,True,takeover_step,93.79210260555345
608,264,0,True,delay,123.68174203500719
609,77,0,True,takeover_ramp,87.63696498999546
610,250,0,False,normal,
611,118,0,False,normal,
612,136,0,False,normal,
613,264,0,True,delay,123.68174203500719
614,134,0,False,normal,
615,239,0,False,normal,
616,169,0,True,takeover_ramp,97.420297603735
617,150,0,False,normal,
618,154,0,False,normal,
619,149,0,True,delay,147.69176370466812
620,154,0,False,normal,
621,131,0,True,drift_ramp,182.0752846677721
622,118,0,False,normal,
623,250,0,False,normal,
624,77,0,True,takeover_ramp,87.63696498999546
625,169,0,True,takeover_ramp,97.420297603735
626,166,0,False,normal,
627,239,0,False,normal,
628,238,0,False,normal,
629,238,0,False,normal,
630,270,0,False,normal,
631,154,0,False,normal,
632,166,0,False,normal,
633,224,0,True,takeover_step,93.79210260555345
634,224,1,True,takeover_step,93.79210260555345
635,239,0,False,normal,
636,192,0,True,drift_sigmoid,79.2016227542393
637,233,0,True,delay,149.85146211197676
638,170,0,False,normal,
639,270,0,False,normal,
640,179,0,True,takeover_step,122.10788111664908
641,76,0,True,step,165.52877740850676
642,110,0,True,step,84.5364701054331
643,270,0,False,normal,
644,166,0,False,normal,
645,123,0,True,delay,158.26730028372296
646,166,0,False,normal,
647,108,0,True,step,75.3845071838438
648,108,0,True,step,75.3845071838438
649,192,0,True,drift_sigmoid,79.2016227542393
650,250,0,False,normal,
651,170,0,False,normal,
652,112,0,True,takeover_ramp,123.96392069259976
653,224,0,True,takeover_step,93.79210260555345
654,118,0,False,normal,
655,131,0,True,drift_ramp,182.0752846677721
656,110,1,True,step,84.5364701054331
657,264,0,True,delay,123.68174203500719
658,76,0,True,step,165.52877740850676
659,166,0,False,normal,
660,110,0,True,step,84.5364701054331
661,123,0,True,delay,158.26730028372296
662,150,0,False,normal,
663,112,0,True,takeover_ramp,123.96392069259976
664,169,0,True,takeover_ramp,97.420297603735
665,250,0,False,normal,
666,224,0,True,takeover_step,93.79210260555345
667,76,0,True,step,165.52877740850676
668,192,0,True,drift_sigmoid,79.2016227542393
669,131,0,True,drift_ramp,182.0752846677721
670,264,0,True,delay,123.68174203500719
671,214,0,False,normal,
672,150,0,False,normal,
673,77,0,True,takeover_ramp,87.63696498999546
674,114,0,True,drift_ramp,23.262408845252608
675,276,0,True,takeover_step,113.5829416248078
676,77,0,True,takeover_ramp,87.63696498999546
677,238,0,False,normal,
678,270,0,False,normal,
679,166,0,False,normal,
680,233,0,True,delay,149.85146211197676
681,118,0,False,normal,
682,95,1,True,step,58.56240426323088
683,170,0,False,normal,
684,170,0,False,normal,
685,264,0,True,delay,123.68174203500719
686,239,0,False,normal,
687,238,0,False,normal,
688,136,0,False,normal,
689,276,0,True,takeover_step,113.5829416248078
690,154,0,False,normal,
691,134,0,False,normal,
692,214,0,False,normal,
693,192,0,True,drift_sigmoid,79.2016227542393
694,243,0,True,step,127.99537316243467
695,150,0,False,normal,
696,224,0,True,takeover_step,93.79210260555345
697,162,1,True,takeover_step,14.91515823592874
698,134,0,False,normal,
699,165,0,True,drift_sigmoid,147.15736833345036
700,112,0,True,takeover_ramp,123.96392069259976
701,123,0,True,delay,158.26730028372296
702,254,0,True,drift_ramp,94.50622501263359
703,166,0,False,normal,
704,214,0,False,normal,
705,108,0,True,step,75.3845071838438
706,110,0,True,step,84.5364701054331
707,149,0,True,delay,147.69176370466812
708,169,0,True,takeover_ramp,97.420297603735
709,238,0,False,normal,
710,154,0,False,normal,
711,110,0,True,step,84.5364701054331
712,239,0,False,normal,
713,110,0,True,step,84.5364701054331
714,214,0,False,normal,
715,214,0,False,normal,
716,2,0,True,takeover_ramp,95.8006784666841
717,110,0,True,step,84.5364701054331
718,276,0,True,takeover_step,113.5829416248078
719,197,0,True,drift_sigmoid,115.19058430867969
720,134,0,False,normal,
721,170,0,False,normal,
722,212,0,True,drift_sigmoid,79.90523467535208
723,250,0,False,normal,
724,243,0,True,step,127.99537316243467
725,110,0,True,step,84.5364701054331
726,192,0,True,drift_sigmoid,79.2016227542393
727,179,0,True,takeover_step,122.10788111664908
728,243,0,True,step,127.99537316243467
729,2,0,True,takeover_ramp,95.8006784666841
730,239,0,False,normal,
731,118,0,False,normal,
732,166,0,False,normal,
733,270,0,False,normal,
734,18,0,False,normal,
735,165,0,True,drift_sigmoid,147.15736833345036
736,233,0,True,delay,149.85146211197676
737,76,0,True,step,165.52877740850676
738,279,0,True,drift_ramp,90.42971961610978
739,118,0,False,normal,
740,279,0,True,drift_ramp,90.42971961610978
741,224,0,True,takeover_step,93.79210260555345
742,170,0,False,normal,
743,149,0,True,delay,147.69176370466812
744,243,1,True,step,127.99537316243467
745,233,0,True,delay,149.85146211197676
746,238,0,False,normal,
747,118,0,False,normal,
748,239,0,False,normal,
749,197,0,True,drift_sigmoid,115.19058430867969
750,123,0,True,delay,158.26730028372296
751,166,0,False,normal,
752,131,0,True,drift_ramp,182.0752846677721
753,166,0,False,normal,
754,169,0,True,takeover_ramp,97.420297603735
755,76,0,True,step,165.52877740850676
756,149,0,True,delay,147.69176370466812
757,165,0,True,drift_sigmoid,147.15736833345036
758,154,0,False,normal,
759,212,0,True,drift_sigmoid,79.90523467535208
760,149,0,True,delay,147.69176370466812
761,76,0,True,step,165.52877740850676
762,169,0,True,takeover_ramp,97.420297603735
763,243,0,True,step,127.99537316243467
764,118,0,False,normal,
765,95,0,True,step,58.56240426323088
766,224,1,True,takeover_step,93.79210260555345
767,179,0,True,takeover_step,122.10788111664908
768,166,0,False,normal,
769,233,0,True,delay,149.85146211197676
770,136,0,False,normal,
771,169,0,True,takeover_ramp,97.420297603735
772,131,0,True,drift_ramp,182.0752846677721
773,18,0,False,normal,
774,154,0,False,normal,
775,238,0,False,normal,
776,224,0,True,takeover_step,93.79210260555345
777,250,0,False,normal,
778,197,0,True,drift_sigmoid,115.19058430867969
779,238,0,False,normal,
780,18,0,False,normal,
781,131,0,True,drift_ramp,182.0752846677721
782,239,0,False,normal,
783,179,0,True,takeover_step,122.10788111664908
784,254,0,True,drift_ramp,94.50622501263359
785,136,0,False,normal,
786,136,0,False,normal,
787,154,0,False,normal,
788,165,0,True,drift_sigmoid,147.15736833345036
789,170,0,False,normal,
790,270,0,False,normal,
791,76,0,True,step,165.52877740850676
792,18,0,False,normal,
793,250,0,False,normal,
794,197,0,True,drift_sigmoid,115.19058430867969
795,117,0,True,delay,62.23656649358486
796,108,0,True,step,75.3845071838438
797,170,0,False,normal,
798,192,0,True,drift_sigmoid,79.2016227542393
799,77,0,True,takeover_ramp,87.63696498999546
800,258,0,True,drift_sigmoid,128.36090134328924
801,110,0,True,step,84.5364701054331
802,154,0,False,normal,
803,110,0,True,step,84.5364701054331
804,95,0,True,step,58.56240426323088
805,243,0,True,step,127.99537316243467
806,18,0,False,normal,
807,136,0,False,normal,
808,250,0,False,normal,
