flight,attacked,attack_type,attack_start_time,attack_params,consistency_mode,reason
144,True,replay,35.83267497354484,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 18.00915152315498, 'donor_t_b': np.float64(23.00915152315498), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
146,True,replay,51.261254764331014,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 31.07104099389709, 'donor_t_b': np.float64(41.071040993897086), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
147,False,none,,{},,not_selected
148,True,replay,293.55784585090925,"{'segment_duration': np.float64(0.642154149090743), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 181.84575085070094, 'donor_t_b': np.float64(182.48790499979168), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
152,False,none,,{},,not_selected
155,True,replay,56.86833528459804,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 35.924883443490955, 'donor_t_b': np.float64(40.924883443490955), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
156,False,none,,{},,not_selected
157,False,none,,{},,not_selected
158,True,replay,92.32578096272073,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 54.5799150945007, 'donor_t_b': np.float64(69.5799150945007), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
159,False,none,,{},,not_selected
160,True,replay,154.1868370251482,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 97.37634276228594, 'donor_t_b': np.float64(102.37634276228594), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
163,False,none,,{},,not_selected
164,False,none,,{},,not_selected
167,True,replay,112.33290873463754,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 26.10268553567116, 'donor_t_b': np.float64(41.10268553567116), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
168,True,replay,105.01558526466928,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 27.402475272695664, 'donor_t_b': np.float64(42.40247527269567), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
171,False,none,,{},,not_selected
172,False,none,,{},,not_selected
174,True,replay,24.599600455677674,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 15.941788487430866, 'donor_t_b': np.float64(20.941788487430866), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
175,True,replay,174.11509402667588,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 116.8368063885615, 'donor_t_b': np.float64(121.8368063885615), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
176,False,none,,{},,not_selected
177,True,replay,74.43230888548034,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 23.78241672649977, 'donor_t_b': np.float64(33.78241672649977), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
178,False,none,,{},,not_selected
180,False,none,,{},,not_selected
181,False,none,,{},,not_selected
182,False,none,,{},,not_selected
183,True,replay,20.790610788703717,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 14.31355245899029, 'donor_t_b': np.float64(19.31355245899029), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
185,False,none,,{},,not_selected
186,True,replay,61.99730565982521,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 40.82536727866907, 'donor_t_b': np.float64(55.82536727866907), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
187,True,replay,114.57931763404108,"{'segment_duration': np.float64(13.220682365958936), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 94.54270118686473, 'donor_t_b': np.float64(107.76338355282367), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
188,False,none,,{},,not_selected
189,False,none,,{},,not_selected
190,False,none,,{},,not_selected
191,True,replay,172.64308554519567,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 10.792862111417413, 'donor_t_b': np.float64(15.792862111417413), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
195,True,replay,113.5954520945178,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 51.52203624990826, 'donor_t_b': np.float64(61.52203624990826), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
198,False,none,,{},,not_selected
199,False,replay,,{},,no_valid_donor_segment_same_flight
200,True,replay,142.04686465132727,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 93.66281781142497, 'donor_t_b': np.float64(108.66281781142497), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
201,True,replay,126.3748794540259,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 46.90942940543097, 'donor_t_b': np.float64(61.90942940543097), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
202,True,replay,57.41206750142352,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 45.64351283217104, 'donor_t_b': np.float64(55.64351283217104), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
203,True,replay,121.17832125306657,"{'segment_duration': np.float64(11.521678746933418), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 88.41341463334209, 'donor_t_b': np.float64(99.9350933802755), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
204,False,none,,{},,not_selected
205,False,none,,{},,not_selected
206,True,replay,42.351763078135974,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 23.15462567689692, 'donor_t_b': np.float64(28.15462567689692), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
207,False,none,,{},,not_selected
208,False,none,,{},,not_selected
209,True,replay,164.45369432682708,"{'segment_duration': np.float64(0.8463056731729353), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 155.5765490984611, 'donor_t_b': np.float64(156.42285477163404), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
210,False,none,,{},,not_selected
211,False,replay,,{},,no_valid_donor_segment_same_flight
213,True,replay,47.32254256327608,"{'segment_duration': np.float64(1.287457436723919), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 44.34600048773936, 'donor_t_b': np.float64(45.63345792446328), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
215,False,replay,,{},,no_valid_donor_segment_same_flight
216,True,replay,28.775478335750652,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 14.329396153563515, 'donor_t_b': np.float64(24.329396153563515), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
217,False,none,,{},,not_selected
218,False,none,,{},,not_selected
219,False,none,,{},,not_selected
222,True,replay,85.27688454797838,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 33.052697754877585, 'donor_t_b': np.float64(43.052697754877585), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
223,True,replay,42.00949978461296,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 25.563178115155, 'donor_t_b': np.float64(35.563178115155), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
225,False,none,,{},,not_selected
226,False,none,,{},,not_selected
227,True,replay,67.60565576313624,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 27.46525780925829, 'donor_t_b': np.float64(42.46525780925829), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
229,True,replay,94.32774072837735,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 10.380194273203118, 'donor_t_b': np.float64(20.380194273203116), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
230,False,none,,{},,not_selected
231,True,replay,22.655859592787095,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 11.317720925555419, 'donor_t_b': np.float64(21.31772092555542), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
232,False,none,,{},,not_selected
234,True,replay,73.58619388194253,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 33.057685245243846, 'donor_t_b': np.float64(43.057685245243846), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
235,False,none,,{},,not_selected
236,True,replay,30.992634904936565,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 12.863302117721323, 'donor_t_b': np.float64(22.863302117721325), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
237,False,none,,{},,not_selected
240,False,replay,,{},,no_valid_donor_segment_same_flight
241,True,replay,92.01248663292928,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 49.69700882405323, 'donor_t_b': np.float64(54.69700882405323), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
242,False,none,,{},,not_selected
247,True,replay,114.39644374726444,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 14.826888963885676, 'donor_t_b': np.float64(24.826888963885676), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
248,False,none,,{},,not_selected
249,False,none,,{},,not_selected
252,False,none,,{},,not_selected
253,False,none,,{},,not_selected
257,False,none,,{},,not_selected
260,False,none,,{},,not_selected
262,True,replay,131.273846564175,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 55.63839561046301, 'donor_t_b': np.float64(70.63839561046301), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
263,False,none,,{},,not_selected
267,True,replay,34.444488553082984,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 21.239325160831285, 'donor_t_b': np.float64(31.239325160831285), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
268,False,none,,{},,not_selected
269,True,replay,41.454652036059215,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 21.259922085180193, 'donor_t_b': np.float64(26.259922085180193), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
271,True,replay,25.46093087638875,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 16.24608174589964, 'donor_t_b': np.float64(21.24608174589964), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
272,True,replay,399.86194544197554,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 255.66891964503344, 'donor_t_b': np.float64(270.66891964503344), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
275,True,replay,104.46708756309933,"{'segment_duration': np.float64(15.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 29.438729245280562, 'donor_t_b': np.float64(44.43872924528056), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
277,True,replay,97.00831194241422,"{'segment_duration': np.float64(5.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 37.695094688130865, 'donor_t_b': np.float64(42.695094688130865), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
278,True,replay,25.666781278005715,"{'segment_duration': np.float64(10.0), 'donor_source': 'same_flight_earlier', 'donor_flight_id': None, 'donor_t_a': 13.992247437534402, 'donor_t_b': np.float64(23.992247437534402), 'stitching': 'hard', 'transition_seconds': 0.5}",pos_vel_acc,
